Original gene set ID	Original gene set description
MP:0002455	abnormal dendritic cell antigen presentation
MP:0002458	abnormal B cell number
MP:0002459	abnormal B cell physiology
MP:0002460	decreased immunoglobulin level
MP:0002461	increased immunoglobulin level
MP:0002463	abnormal neutrophil physiology
MP:0002465	abnormal eosinophil physiology
MP:0002467	impaired neutrophil phagocytosis
MP:0002490	abnormal immunoglobulin level
MP:0002492	decreased IgE level
MP:0002493	increased IgG level
MP:0002494	increased IgM level
MP:0002495	increased IgA level
MP:0002497	increased IgE level
MP:0002499	chronic inflammation
MP:0002500	granulomatous inflammation
MP:0002543	brachyphalangia
MP:0002544	brachydactyly
MP:0002546	mydriasis
MP:0002551	abnormal blood coagulation
MP:0002557	abnormal social/conspecific interaction
MP:0002561	abnormal circadian phase
MP:0002563	shortened circadian period
MP:0002566	abnormal sexual interaction
MP:0002572	abnormal emotion/affect behavior
MP:0002573	behavioral despair
MP:0002574	increased vertical activity
MP:0002575	increased circulating ketone body level
MP:0002576	abnormal enamel morphology
MP:0002578	impaired ability to fire action potentials
MP:0002582	disorganized extraembryonic tissue
MP:0002584	small ectoplacental cone
MP:0002590	increased mean corpuscular volume
MP:0002591	decreased mean corpuscular volume
MP:0002594	low mean erythrocyte cell number
MP:0002599	increased mean platelet volume
MP:0002608	increased hematocrit
MP:0002619	abnormal lymphocyte morphology
MP:0002621	delayed neural tube closure
MP:0002622	abnormal cochlear hair cell morphology
MP:0002625	heart left ventricle hypertrophy
MP:0002626	increased heart rate
MP:0002628	hepatic steatosis
MP:0002631	abnormal epididymis morphology
MP:0002633	persistent truncus arteriosis
MP:0002636	delayed vaginal opening
MP:0002637	small uterus
MP:0002639	micrognathia
MP:0002640	reticulocytosis
MP:0002641	anisopoikilocytosis
MP:0002642	anisocytosis
MP:0002643	poikilocytosis
MP:0002644	decreased circulating triglyceride level
MP:0002647	decreased intestinal cholesterol absorption
MP:0002650	abnormal ameloblast morphology
MP:0002651	abnormal sciatic nerve morphology
MP:0002652	thin myocardium
MP:0002654	spongiform encephalopathy
MP:0002655	abnormal keratinocyte morphology
MP:0002656	abnormal keratinocyte differentiation
MP:0002657	chondrodystrophy
MP:0002663	failure to form blastocele
MP:0002664	decreased circulating adrenocorticotropin level
MP:0002665	decreased circulating corticosterone level
MP:0002666	increased circulating aldosterone level
MP:0002667	decreased circulating aldosterone level
MP:0002672	abnormal branchial arch artery morphology
MP:0002673	abnormal sperm number
MP:0002674	abnormal sperm motility
MP:0002675	asthenozoospermia
MP:0002679	abnormal corpus luteum morphology
MP:0002680	decreased corpora lutea number
MP:0002682	decreased mature ovarian follicle number
MP:0002685	abnormal spermatogonia proliferation
MP:0002686	globozoospermia
MP:0002687	oligozoospermia
MP:0002689	abnormal molar morphology
MP:0002690	akinesia
MP:0002691	small stomach
MP:0002693	abnormal pancreas physiology
MP:0002696	decreased circulating glucagon level
MP:0002699	abnormal vitreous body morphology
MP:0002702	decreased circulating free fatty acid level
MP:0002703	abnormal renal tubule morphology
MP:0002705	dilated renal tubules
MP:0002712	increased circulating glucagon level
MP:0002718	abnormal inner cell mass morphology
MP:0002722	abnormal immune system organ morphology
MP:0002723	abnormal immune serum protein physiology
MP:0002724	enhanced wound healing
MP:0002725	abnormal vein morphology
MP:0002727	decreased circulating insulin level
MP:0002730	head shaking
MP:0002731	megacolon
MP:0002733	abnormal thermal nociception
MP:0002734	abnormal mechanical nociception
MP:0002736	abnormal nociception after inflammation
MP:0002739	abnormal olfactory bulb development
MP:0002740	heart hypoplasia
MP:0002741	small olfactory bulb
MP:0002743	glomerulonephritis
MP:0002745	abnormal atrioventricular valve morphology
MP:0002746	abnormal semilunar valve morphology
MP:0002747	abnormal aortic valve morphology
MP:0002750	exophthalmos
MP:0002752	abnormal somatic nervous system morphology
MP:0002753	dilated heart left ventricle
MP:0002754	dilated heart right ventricle
MP:0002757	decreased vertical activity
MP:0002759	abnormal caudal vertebrae morphology
MP:0002761	abnormal hippocampal mossy fiber morphology
MP:0002762	ectopic cerebellar granule cells
MP:0002764	short tibia
MP:0002765	short fibula
MP:0002766	situs inversus
MP:0002768	small adrenal glands
MP:0002769	abnormal vas deferens morphology
MP:0002773	decreased circulating luteinizing hormone level
MP:0002774	small prostate gland
MP:0002777	absent ovarian follicles
MP:0002780	decreased circulating testosterone level
MP:0002781	increased circulating testosterone level
MP:0002782	abnormal testes secretion
MP:0002784	abnormal Sertoli cell morphology
MP:0002786	abnormal Leydig cell morphology
MP:0002790	decreased circulating follicle stimulating hormone level
MP:0002792	abnormal retinal vasculature morphology
MP:0002795	dilated cardiomyopathy
MP:0002796	impaired skin barrier function
MP:0002797	increased thigmotaxis
MP:0002798	abnormal active avoidance behavior
MP:0002799	abnormal passive avoidance behavior
MP:0002801	abnormal long term object recognition memory
MP:0002804	abnormal motor learning
MP:0002805	abnormal conditioned taste aversion behavior
MP:0002810	microcytic anemia
MP:0002812	spherocytosis
MP:0002813	microcytosis
MP:0002816	colitis
MP:0002818	abnormal dentin morphology
MP:0002823	abnormal rib development
MP:0002824	abnormal chorioallantoic fusion
MP:0002825	abnormal notochord morphology
MP:0002826	tonic seizures
MP:0002828	abnormal renal glomerular capsule morphology
MP:0002831	absent Peyer's patches
MP:0002833	increased heart weight
MP:0002834	decreased heart weight
MP:0002835	abnormal cranial suture morphology
MP:0002836	abnormal chorion morphology
MP:0002837	dystrophic cardiac calcinosis
MP:0002840	abnormal lens fiber morphology
MP:0002841	impaired skeletal muscle contractility
MP:0002842	increased systemic arterial blood pressure
MP:0002843	decreased systemic arterial blood pressure
MP:0002855	abnormal cochlear ganglion morphology
MP:0002856	abnormal vestibular ganglion morphology
MP:0002857	cochlear ganglion degeneration
MP:0002861	abnormal tail bud morphology
MP:0002862	altered righting response
MP:0002864	abnormal ocular fundus morphology
MP:0002865	increased growth rate
MP:0002871	albuminuria
MP:0002874	decreased hemoglobin content
MP:0002875	decreased erythrocyte cell number
MP:0002878	abnormal corticospinal tract morphology
MP:0002882	abnormal neuron morphology
MP:0002884	abnormal branchial arch morphology
MP:0002885	abnormal AMPA-mediated synaptic currents
MP:0002886	abnormal glutamate-mediated receptor currents
MP:0002887	decreased susceptibility to pharmacologically induced seizures
MP:0002891	increased insulin sensitivity
MP:0002893	ketoaciduria
MP:0002894	abnormal otolith morphology
MP:0002896	abnormal bone mineralization
MP:0002904	increased circulating parathyroid hormone level
MP:0002906	increased susceptibility to pharmacologically induced seizures
MP:0002907	abnormal parturition
MP:0002908	delayed wound healing
MP:0002910	abnormal excitatory postsynaptic currents
MP:0002912	abnormal excitatory postsynaptic potential
MP:0002913	abnormal PNS synaptic transmission
MP:0002914	abnormal endplate potential
MP:0002916	increased synaptic depression
MP:0002919	enhanced paired-pulse facilitation
MP:0002920	decreased paired-pulse facilitation
MP:0002925	abnormal cardiovascular development
MP:0002928	abnormal bile duct morphology
MP:0002929	abnormal bile duct development
MP:0002932	abnormal joint morphology
MP:0002938	white spotting
MP:0002940	variable body spotting
MP:0002941	increased circulating alanine transaminase level
MP:0002944	increased lactate dehydrogenase level
MP:0002945	abnormal inhibitory postsynaptic currents
MP:0002947	hemangioma
MP:0002948	abnormal neuron specification
MP:0002950	abnormal neural crest cell migration
MP:0002953	thick ventricular wall
MP:0002954	abnormal aerobic energy metabolism
MP:0002957	intestinal adenocarcinoma
MP:0002961	abnormal axon guidance
MP:0002962	increased urine protein level
MP:0002968	increased circulating alkaline phosphatase level
MP:0002970	abnormal white adipose tissue morphology
MP:0002971	abnormal brown adipose tissue morphology
MP:0002972	abnormal cardiac muscle contractility
MP:0002978	absent otoliths
MP:0002980	abnormal postural reflex
MP:0002981	increased liver weight
MP:0002988	decreased urine osmolality
MP:0002989	small kidney
MP:0002993	arthritis
MP:0002998	abnormal bone remodeling
MP:0003008	enhanced long term potentiation
MP:0003009	abnormal cytokine secretion
MP:0003014	abnormal kidney medulla morphology
MP:0003025	increased vasoconstriction
MP:0003026	decreased vasoconstriction
MP:0003031	acidosis
MP:0003036	vertebral transformation
MP:0003037	increased infarction size
MP:0003038	decreased infarction size
MP:0003043	hypoalgesia
MP:0003044	impaired basement membrane formation
MP:0003045	fibrosis
MP:0003047	abnormal thoracic vertebrae morphology
MP:0003048	abnormal cervical vertebrae morphology
MP:0003049	abnormal lumbar vertebrae morphology
MP:0003050	abnormal sacral vertebrae morphology
MP:0003051	curly tail
MP:0003052	omphalocele
MP:0003054	spina bifida
MP:0003055	abnormal long bone epiphyseal plate morphology
MP:0003056	abnormal hyoid bone morphology
MP:0003057	abnormal epicardium morphology
MP:0003058	increased insulin secretion
MP:0003059	decreased insulin secretion
MP:0003063	increased coping response
MP:0003068	enlarged kidney
MP:0003070	increased vascular permeability
MP:0003071	decreased vascular permeability
MP:0003072	abnormal metatarsal bone morphology
MP:0003073	abnormal metacarpal bone morphology
MP:0003076	increased susceptibility to ischemic brain injury
MP:0003077	abnormal cell cycle
MP:0003078	aphakia
MP:0003084	abnormal skeletal muscle fiber morphology
MP:0003085	abnormal egg cylinder morphology
MP:0003087	absent allantois
MP:0003089	decreased skin tensile strength
MP:0003091	abnormal cell migration
MP:0003103	liver degeneration
MP:0003105	abnormal heart atrium morphology
MP:0003109	short femur
MP:0003111	abnormal cell nucleus morphology
MP:0003119	abnormal digestive system development
MP:0003120	abnormal tracheal cartilage morphology
MP:0003122	maternal imprinting
MP:0003123	paternal imprinting
MP:0003130	anal atresia
MP:0003131	increased erythrocyte cell number
MP:0003132	increased pre-B cell number
MP:0003135	increased erythroid progenitor cell number
MP:0003137	abnormal impulse conducting system conduction
MP:0003139	patent ductus arteriosus
MP:0003140	dilated heart atrium
MP:0003141	cardiac fibrosis
MP:0003148	decreased cochlear coiling
MP:0003149	abnormal tectorial membrane morphology
MP:0003156	abnormal leukocyte migration
MP:0003157	impaired muscle relaxation
MP:0003161	absent lateral semicircular canal
MP:0003169	abnormal scala media morphology
MP:0003172	abnormal lysosome physiology
MP:0003178	left pulmonary isomerism
MP:0003179	decreased platelet cell number
MP:0003194	abnormal frequency of paradoxical sleep
MP:0003203	increased neuron apoptosis
MP:0003204	decreased neuron apoptosis
MP:0003205	testicular atrophy
MP:0003207	decreased cellular sensitivity to gamma-irradiation
MP:0003209	abnormal pulmonary elastic fiber morphology
MP:0003212	increased susceptibility to age related obesity
MP:0003215	renal interstitial fibrosis
MP:0003216	absence seizures
MP:0003222	increased cardiomyocyte apoptosis
MP:0003224	neuron degeneration
MP:0003225	axonal dystrophy
MP:0003227	abnormal vascular branching morphogenesis
MP:0003229	abnormal vitelline vasculature morphology
MP:0003231	abnormal placenta vasculature
MP:0003232	abnormal forebrain development
MP:0003233	prolonged QT interval
MP:0003235	abnormal alisphenoid bone morphology
MP:0003237	abnormal lens epithelium morphology
MP:0003243	abnormal dopaminergic neuron morphology
MP:0003270	intestinal obstruction
MP:0003271	abnormal duodenum morphology
MP:0003290	intestinal hypoperistalsis
MP:0003303	peritoneal inflammation
MP:0003304	large intestinal inflammation
MP:0003308	abnormal cochlear sensory epithelium morphology
MP:0003311	aminoaciduria
MP:0003312	abnormal locomotor coordination
MP:0003313	abnormal locomotor activation
MP:0003324	increased liver adenoma incidence
MP:0003331	hepatocellular carcinoma
MP:0003333	liver fibrosis
MP:0003339	decreased pancreatic beta cell number
MP:0003345	decreased rib number
MP:0003352	increased circulating renin level
MP:0003354	astrocytosis
MP:0003355	decreased ovulation rate
MP:0003356	impaired luteinization
MP:0003360	abnormal depression-related behavior
MP:0003383	abnormal gluconeogenesis
MP:0003384	abnormal ventral body wall morphology
MP:0003393	decreased cardiac output
MP:0003396	abnormal embryonic hematopoiesis
MP:0003400	kinked neural tube
MP:0003402	decreased liver weight
MP:0003403	absent placental labyrinth
MP:0003406	failure of zygotic cell division
MP:0003408	increased width of hypertrophic chondrocyte zone
MP:0003409	decreased width of hypertrophic chondrocyte zone
MP:0003419	delayed endochondral bone ossification
MP:0003420	delayed intramembranous bone ossification
MP:0003425	abnormal optic vesicle formation
MP:0003427	parakeratosis
MP:0003436	decreased susceptibility to induced arthritis
MP:0003446	renal hypoplasia
MP:0003447	decreased tumor growth/size
MP:0003448	altered tumor morphology
MP:0003449	abnormal intestinal goblet cell morphology
MP:0003451	absent olfactory bulb
MP:0003453	abnormal keratinocyte physiology
MP:0003459	increased fear-related response
MP:0003460	decreased fear-related response
MP:0003461	abnormal response to novel object
MP:0003463	abnormal single cell response
MP:0003484	abnormal channel response
MP:0003492	abnormal involuntary movement
MP:0003503	decreased activity of thyroid
MP:0003542	abnormal vascular endothelial cell development
MP:0003545	increased alcohol consumption
MP:0003560	osteoarthritis
MP:0003562	abnormal pancreatic beta cell physiology
MP:0003564	abnormal insulin secretion
MP:0003566	abnormal cell adhesion
MP:0003567	abnormal fetal cardiomyocyte proliferation
MP:0003572	abnormal uterus development
MP:0003604	single kidney
MP:0003606	kidney failure
MP:0003620	oliguria
MP:0003627	abnormal leukocyte tethering or rolling
MP:0003628	abnormal leukocyte adhesion
MP:0003632	abnormal nervous system morphology
MP:0003633	abnormal nervous system physiology
MP:0003634	abnormal glial cell morphology
MP:0003635	abnormal synaptic transmission
MP:0003637	cochlear ganglion hypoplasia
MP:0003638	abnormal response/metabolism to endogenous compounds
MP:0003641	small lung
MP:0003643	spleen atrophy
MP:0003644	thymus atrophy
MP:0003645	increased pancreatic beta cell number
MP:0003648	abnormal radial glial cell morphology
MP:0003651	abnormal axon outgrowth
MP:0003656	abnormal erythrocyte physiology
MP:0003657	abnormal erythrocyte osmotic lysis
MP:0003658	abnormal capillary morphology
MP:0003659	abnormal lymph circulation
MP:0003662	abnormal long bone epiphyseal plate proliferative zone
MP:0003666	impaired sperm capacitation
MP:0003667	hemangiosarcoma
MP:0003670	dilated renal glomerular capsule
MP:0003672	abnormal ureter development
MP:0003674	oxidative stress
MP:0003675	kidney cysts
MP:0003690	abnormal glial cell physiology
MP:0003691	abnormal microglial cell physiology
MP:0003694	failure to hatch from the zona pellucida
MP:0003698	abnormal male reproductive system physiology
MP:0003699	abnormal female reproductive system physiology
MP:0003702	abnormal chromosome morphology
MP:0003703	abnormal vestibulocochlear ganglion morphology
MP:0003704	abnormal hair follicle development
MP:0003710	abnormal physiological neovascularization
MP:0003717	pallor
MP:0003718	maternal effect
MP:0003719	abnormal pericyte morphology
MP:0003720	abnormal neural tube closure
MP:0003721	increased tumor growth/size
MP:0003722	absent ureter
MP:0003723	abnormal long bone morphology
MP:0003724	increased susceptibility to induced arthritis
MP:0003725	increased autoantibody level
MP:0003727	abnormal retinal layer morphology
MP:0003728	abnormal retinal photoreceptor layer morphology
MP:0003729	abnormal photoreceptor outer segment morphology
MP:0003730	abnormal photoreceptor inner segment morphology
MP:0003731	abnormal retinal outer nuclear layer morphology
MP:0003732	abnormal retinal outer plexiform layer morphology
MP:0003733	abnormal retinal inner nuclear layer morphology
MP:0003743	abnormal facial morphology
MP:0003755	abnormal palate morphology
MP:0003786	premature aging
MP:0003787	abnormal imprinting
MP:0003789	osteosarcoma
MP:0003793	abnormal submandibular gland morphology
MP:0003795	abnormal bone structure
MP:0003797	abnormal compact bone morphology
MP:0003799	impaired macrophage chemotaxis
MP:0003806	abnormal nucleotide metabolism
MP:0003809	abnormal hair shaft morphology
MP:0003814	vascular smooth muscle cell hypoplasia
MP:0003817	abnormal pituitary diverticulum morphology
MP:0003827	abnormal Wolffian duct morphology
MP:0003828	pulmonary edema
MP:0003830	abnormal testis development
MP:0003843	abnormal sagittal suture morphology
MP:0003845	abnormal decidualization
MP:0003849	greasy coat
MP:0003850	abnormal thymocyte activation
MP:0003853	dry skin
MP:0003858	enhanced coordination
MP:0003861	abnormal nervous system development
MP:0003862	decreased aggression towards males
MP:0003864	abnormal midbrain development
MP:0003866	abnormal defecation
MP:0003868	abnormal feces composition
MP:0003871	abnormal myelin sheath morphology
MP:0003878	abnormal ear physiology
MP:0003883	enlarged stomach
MP:0003884	decreased macrophage cell number
MP:0003886	abnormal embryonic epiblast morphology
MP:0003887	increased hepatocyte apoptosis
MP:0003888	liver hemorrhage
MP:0003890	abnormal embryonic-extraembryonic boundary morphology
MP:0003892	abnormal gastric gland morphology
MP:0003896	prolonged PR interval
MP:0003909	increased eating behavior
MP:0003910	decreased eating behavior
MP:0003911	increased drinking behavior
MP:0003912	decreased drinking behavior
MP:0003915	increased left ventricle weight
MP:0003917	increased kidney weight
MP:0003918	decreased kidney weight
MP:0003920	abnormal heart right ventricle morphology
MP:0003921	abnormal heart left ventricle morphology
MP:0003924	herniated diaphragm
MP:0003932	abnormal molar crown morphology
MP:0003934	abnormal pancreas development
MP:0003935	abnormal craniofacial development
MP:0003936	abnormal reproductive system development
MP:0003938	abnormal ear development
MP:0003944	abnormal T cell subpopulation ratio
MP:0003945	abnormal lymphocyte physiology
MP:0003949	abnormal circulating lipid level
MP:0003953	abnormal hormone level
MP:0003954	abnormal Reichert's membrane morphology
MP:0003957	abnormal nitric oxide homeostasis
MP:0003960	increased lean body mass
MP:0003961	decreased lean body mass
MP:0003964	abnormal noradrenaline level
MP:0003974	abnormal endocardium morphology
MP:0003982	increased cholesterol level
MP:0003983	decreased cholesterol level
MP:0003984	embryonic growth retardation
MP:0003985	renal fibrosis
MP:0003988	disorganized embryonic tissue
MP:0003990	decreased neurotransmitter release
MP:0003992	increased mortality induced by ionizing radiation
MP:0003993	abnormal ventral spinal root morphology
MP:0003996	clonic seizures
MP:0003997	tonic-clonic seizures
MP:0003998	decreased thermal nociceptive threshold
MP:0004000	impaired passive avoidance behavior
MP:0004001	decreased hepatocyte proliferation
MP:0004003	abnormal vascular endothelial cell physiology
MP:0004007	abnormal lung vasculature morphology
MP:0004008	abnormal GABA-mediated receptor currents
MP:0004014	abnormal uterine environment
MP:0004016	decreased bone mass
MP:0004021	abnormal rod electrophysiology
MP:0004022	abnormal cone electrophysiology
MP:0004024	aneuploidy
MP:0004025	polyploidy
MP:0004028	chromosome breakage
MP:0004029	spontaneous chromosome breakage
MP:0004030	induced chromosome breakage
MP:0004031	insulitis
MP:0004042	decreased susceptibility to kidney reperfusion injury
MP:0004045	abnormal cell cycle checkpoint function
MP:0004046	abnormal mitosis
MP:0004047	abnormal milk composition
MP:0004056	abnormal myocardium compact layer morphology
MP:0004057	thin myocardium compact layer
MP:0004066	abnormal primitive node morphology
MP:0004067	abnormal trabecula carnea morphology
MP:0004068	dilated dorsal aorta
MP:0004073	caudal body truncation
MP:0004076	abnormal vitelline vascular remodeling
MP:0004077	abnormal striatum morphology
MP:0004084	abnormal cardiac muscle relaxation
MP:0004086	absent heartbeat
MP:0004087	abnormal muscle fiber morphology
MP:0004090	abnormal sarcomere morphology
MP:0004091	abnormal Z lines
MP:0004096	abnormal midbrain-hindbrain boundary development
MP:0004097	abnormal cerebellar cortex morphology
MP:0004098	abnormal cerebellar granule cell morphology
MP:0004100	abnormal spinal cord interneuron morphology
MP:0004101	abnormal brain interneuron morphology
MP:0004110	transposition of great arteries
MP:0004111	abnormal coronary artery morphology
MP:0004113	abnormal aortic arch morphology
MP:0004130	abnormal muscle cell glucose uptake
MP:0004131	abnormal embryonic cilium morphology
MP:0004132	absent embryonic cilia
MP:0004136	abnormal tongue muscle morphology
MP:0004139	abnormal gastric parietal cell morphology
MP:0004144	hypotonia
MP:0004145	abnormal muscle electrophysiology
MP:0004148	increased compact bone thickness
MP:0004151	decreased circulating iron level
MP:0004154	renal tubular necrosis
MP:0004157	interrupted aortic arch
MP:0004158	right aortic arch
MP:0004163	abnormal adenohypophysis morphology
MP:0004173	abnormal intervertebral disk morphology
MP:0004174	abnormal spine curvature
MP:0004179	transmission ratio distortion
MP:0004180	failure of initiation of embryo turning
MP:0004181	abnormal carotid artery morphology
MP:0004182	abnormal spermiation
MP:0004184	abnormal baroreceptor physiology
MP:0004185	abnormal adipocyte glucose uptake
MP:0004187	cardia bifida
MP:0004188	delayed embryo turning
MP:0004189	abnormal alveolar process morphology
MP:0004190	abnormal direction of embryo turning
MP:0004200	decreased fetal size
MP:0004201	fetal growth retardation
MP:0004204	absent stapes
MP:0004207	squamous cell carcinoma
MP:0004214	abnormal long bone diaphysis morphology
MP:0004215	abnormal myocardial fiber physiology
MP:0004220	abnormal peripheral nervous system regeneration
MP:0004221	abnormal iridocorneal angle
MP:0004227	increased cellular sensitivity to ionizing radiation
MP:0004229	abnormal embryonic erythropoiesis
MP:0004231	abnormal calcium ion homeostasis
MP:0004247	small pancreas
MP:0004249	abnormal crista ampullaris morphology
MP:0004251	failure of heart looping
MP:0004252	abnormal direction of heart looping
MP:0004255	abnormal spongiotrophoblast layer morphology
MP:0004256	abnormal maternal decidual layer morphology
MP:0004259	small placenta
MP:0004261	abnormal embryonic neuroepithelium morphology
MP:0004263	abnormal limb posture
MP:0004272	abnormal basement membrane morphology
MP:0004274	abnormal embryonic/fetal subventricular zone morphology
MP:0004275	abnormal postnatal subventricular zone morphology
MP:0004279	abnormal rostral migratory stream morphology
MP:0004310	small otic vesicle
MP:0004321	short sternum
MP:0004322	abnormal sternebra morphology
MP:0004324	vestibular hair cell degeneration
MP:0004351	short humerus
MP:0004355	short radius
MP:0004358	bowed tibia
MP:0004359	short ulna
MP:0004362	cochlear hair cell degeneration
MP:0004363	stria vascularis degeneration
MP:0004374	bowed radius
MP:0004384	small interparietal bone
MP:0004392	abnormal CD8-positive T cell physiology
MP:0004393	abnormal cochlear inner hair cell morphology
MP:0004395	increased cochlear inner hair cell number
MP:0004398	cochlear inner hair cell degeneration
MP:0004399	abnormal cochlear outer hair cell morphology
MP:0004401	increased cochlear outer hair cell number
MP:0004402	decreased cochlear outer hair cell number
MP:0004404	cochlear outer hair cell degeneration
MP:0004405	absent cochlear hair cells
MP:0004409	abnormal crista ampullaris neuroepithelium morphology
MP:0004411	decreased endocochlear potential
MP:0004418	small parietal bone
MP:0004423	abnormal squamosal bone morphology
MP:0004433	abnormal cochlear inner hair cell physiology
MP:0004434	abnormal cochlear outer hair cell physiology
MP:0004448	abnormal presphenoid bone morphology
MP:0004452	abnormal pterygoid process morphology
MP:0004462	small basisphenoid bone
MP:0004471	short nasal bone
MP:0004484	altered response of heart to induced stress
MP:0004485	increased response of heart to induced stress
MP:0004486	decreased response of heart to induced stress
MP:0004491	abnormal orientation of outer hair cell stereociliary bundles
MP:0004499	increased incidence of chemically-induced tumors
MP:0004500	increased incidence of ionizing radiation-induced tumors
MP:0004502	decreased incidence of chemically-induced tumors
MP:0004505	decreased renal glomerulus number
MP:0004509	abnormal pelvic girdle bone morphology
MP:0004510	myositis
MP:0004521	abnormal cochlear hair cell stereociliary bundle morphology
MP:0004522	abnormal orientation of cochlear hair cell stereociliary bundles
MP:0004527	abnormal outer hair cell stereociliary bundle morphology
MP:0004532	abnormal inner hair cell stereociliary bundle morphology
MP:0004542	impaired acrosome reaction
MP:0004543	abnormal sperm physiology
MP:0004556	enlarged allantois
MP:0004560	abnormal chorionic plate morphology
MP:0004564	enlarged myocardial fiber
MP:0004566	myocardial fiber degeneration
MP:0004567	decreased myocardial fiber number
MP:0004568	fusion of glossopharyngeal and vagus nerve
MP:0004592	small mandible
MP:0004597	increased susceptibility to noise-induced hearing loss
MP:0004599	abnormal vertebral arch morphology
MP:0004607	abnormal cervical atlas morphology
MP:0004608	abnormal cervical axis morphology
MP:0004609	vertebral fusion
MP:0004610	small vertebrae
MP:0004613	fusion of vertebral arches
MP:0004615	cervical vertebral transformation
MP:0004616	lumbar vertebral transformation
MP:0004617	sacral vertebral transformation
MP:0004618	thoracic vertebral transformation
MP:0004620	cervical vertebral fusion
MP:0004624	abnormal thoracic cage morphology
MP:0004632	abnormal cochlear OHC efferent innervation pattern
MP:0004672	short ribs
MP:0004678	split xiphoid process
MP:0004686	decreased length of long bones
MP:0004696	abnormal thyroid follicle morphology
MP:0004701	decreased circulating insulin-like growth factor I level
MP:0004703	abnormal vertebral column morphology
MP:0004704	short vertebral column
MP:0004722	abnormal platelet dense granule number
MP:0004725	decreased platelet serotonin level
MP:0004726	abnormal nasal capsule morphology
MP:0004734	small thoracic cavity
MP:0004736	abnormal distortion product otoacoustic emission
MP:0004737	absent distortion product otoacoustic emissions
MP:0004738	abnormal brainstem auditory evoked potential
MP:0004739	conductive hearing loss
MP:0004740	sensorineural hearing loss
MP:0004742	abnormal vestibular system physiology
MP:0004748	increased susceptibility to age-related hearing loss
MP:0004751	increased length of allograft survival
MP:0004753	abnormal miniature excitatory postsynaptic currents
MP:0004754	abnormal kidney collecting duct morphology
MP:0004756	abnormal proximal convoluted tubule morphology
MP:0004762	increased anti-double stranded DNA antibody level
MP:0004763	absent brainstem auditory evoked potential
MP:0004765	decreased brainstem auditory evoked potential
MP:0004768	abnormal axonal transport
MP:0004769	abnormal synaptic vesicle morphology
MP:0004770	abnormal synaptic vesicle recycling
MP:0004771	increased anti-single stranded DNA antibody level
MP:0004772	abnormal bile secretion
MP:0004773	abnormal bile composition
MP:0004774	abnormal bile salt level
MP:0004777	abnormal phospholipid level
MP:0004779	abnormal production of surfactant
MP:0004783	abnormal cardinal vein morphology
MP:0004784	abnormal anterior cardinal vein morphology
MP:0004787	abnormal dorsal aorta morphology
MP:0004792	abnormal synaptic vesicle number
MP:0004794	increased anti-nuclear antigen antibody level
MP:0004796	increased anti-histone antibody level
MP:0004799	increased susceptibility to experimental autoimmune encephalomyelitis
MP:0004800	decreased susceptibility to experimental autoimmune encephalomyelitis
MP:0004803	increased susceptibility to autoimmune diabetes
MP:0004804	decreased susceptibility to autoimmune diabetes
MP:0004805	absent oocytes
MP:0004808	abnormal hematopoietic stem cell morphology
MP:0004809	increased hematopoietic stem cell number
MP:0004810	decreased hematopoietic stem cell number
MP:0004811	abnormal neuron physiology
MP:0004813	absent linear vestibular evoked potential
MP:0004814	reduced linear vestibular evoked potential
MP:0004816	abnormal class switch recombination
MP:0004819	decreased skeletal muscle mass
MP:0004830	short incisors
MP:0004833	ovary atrophy
MP:0004835	abnormal miniature endplate potential
MP:0004837	abnormal neural fold formation
MP:0004838	abnormal neural fold elevation formation
MP:0004841	abnormal small intestine crypts of Lieberkuhn morphology
MP:0004842	abnormal large intestine crypts of Lieberkuhn morphology
MP:0004851	increased testis weight
MP:0004852	decreased testis weight
MP:0004856	decreased ovary weight
MP:0004859	abnormal synaptic plasticity
MP:0004860	dilated kidney collecting duct
MP:0004875	increased mean systemic arterial blood pressure
MP:0004876	decreased mean systemic arterial blood pressure
MP:0004883	abnormal vascular wound healing
MP:0004889	increased energy expenditure
MP:0004890	decreased energy expenditure
MP:0004892	increased adiponectin level
MP:0004893	decreased adiponectin level
MP:0004901	decreased male germ cell number
MP:0004905	decreased uterus weight
MP:0004910	decreased seminal vesicle weight
MP:0004919	abnormal positive T cell selection
MP:0004921	decreased placenta weight
MP:0004924	abnormal behavior
MP:0004929	decreased epididymis weight
MP:0004930	small epididymis
MP:0004933	abnormal epididymis epithelium morphology
MP:0004936	impaired branching involved in ureteric bud morphogenesis
MP:0004937	dilated heart
MP:0004938	dilated vasculature
MP:0004939	abnormal B cell morphology
MP:0004946	abnormal regulatory T cell physiology
MP:0004947	skin inflammation
MP:0004948	abnormal neuronal precursor proliferation
MP:0004950	abnormal brain vasculature morphology
MP:0004952	increased spleen weight
MP:0004953	decreased spleen weight
MP:0004955	increased thymus weight
MP:0004956	decreased thymus weight
MP:0004957	abnormal blastocyst morphology
MP:0004964	absent inner cell mass
MP:0004965	inner cell mass degeneration
MP:0004966	abnormal inner cell mass proliferation
MP:0004969	pale kidney
MP:0004970	kidney atrophy
MP:0004974	decreased regulatory T cell number
MP:0004978	decreased B-1 B cell number
MP:0004981	decreased neuronal precursor cell number
MP:0004982	abnormal osteoclast morphology
MP:0004984	increased osteoclast cell number
MP:0004985	decreased osteoclast cell number
